파일명,TF-IDF_Cosine,Embedding_Cosine
val_027_result_제22대국회 제426회(임시회) 제2차 과학기술정보방송통신위원회(전체회의) (2025.06.27.)_chunk_1,0.3462,0.8835
val_040_result_Bmr013_chunk_1,0.2013,0.8924
val_059_result_제22대국회 제426회(임시회) 제1차 과학기술정보방송통신위원회(예산결산심사소위원회) (2025.06.27.)_chunk_4,0.3977,0.9294
val_065_result_제22대국회 제424회(임시회) 제4차 과학기술정보방송통신위원회(전체회의) (2025.04.24.)_chunk_1,0.4563,0.9263
val_053_result_제22대국회 제427회(임시회) 제2차 농림축산식품해양수산위원회(전체회의) (2025.07.14.)_chunk_5,0.2680,0.9439
val_061_result_TS3009b_chunk_1,0.4981,0.9419
val_036_result_Bed013_chunk_1,0.2782,0.8926
val_013_result_제22대국회 제427회(임시회) 제1차 정무위원회(전체회의) (2025.07.15.)_chunk_16,0.3697,0.9593
val_054_result_제22대국회 제427회(임시회) 제2차 기획재정위원회(전체회의) (2025.07.15.)_chunk_14,0.1977,0.9408
val_007_result_Bmr025_chunk_4,0.2102,0.8975
val_008_result_제22대국회 제426회(임시회) 제1차 과학기술정보방송통신위원회(전체회의) (2025.06.26.)_chunk_5,0.3487,0.9574
val_048_result_Bmr006_chunk_6,0.3099,0.9124
val_054_result_제22대국회 제427회(임시회) 제2차 기획재정위원회(전체회의) (2025.07.15.)_chunk_21,0.1567,0.9012
val_003_result_제22대국회 제418회(정기회) 제5차 과학기술정보방송통신위원회(예산결산심사소위원회) (2024.11.19.)_chunk_2,0.2039,0.8951
val_059_result_제22대국회 제426회(임시회) 제1차 과학기술정보방송통신위원회(예산결산심사소위원회) (2025.06.27.)_chunk_6,0.3164,0.9195
val_053_result_제22대국회 제427회(임시회) 제2차 농림축산식품해양수산위원회(전체회의) (2025.07.14.)_chunk_13,0.2653,0.9358
val_043_result_ES2007d_chunk_2,0.3490,0.9532
val_048_result_Bmr006_chunk_1,0.2669,0.8881
val_036_result_Bed013_chunk_2,0.4967,0.9555
val_031_result_IS1001b_chunk_1,0.3896,0.9606
val_015_result_제22대국회 제418회(정기회) 제11차 과학기술정보방송통신위원회(전체회의) (2024.10.25.),0.3779,0.9362
val_047_result_제22대국회 제427회(임시회) 제2차 산업통상자원중소벤처기업위원회(전체회의) (2025.07.15.)_chunk_11,0.1885,0.9013
val_064_result_제22대국회 제427회(임시회) 제2차 외교통일위원회(전체회의) (2025.07.14.)_chunk_19,0.2933,0.8974
val_040_result_Bmr013_chunk_3,0.1884,0.8546
val_038_result_제22대국회 제427회(임시회) 제4차 기획재정위원회(전체회의) (2025.07.18.),0.2468,0.9415
val_047_result_제22대국회 제427회(임시회) 제2차 산업통상자원중소벤처기업위원회(전체회의) (2025.07.15.)_chunk_3,0.1769,0.8876
val_013_result_제22대국회 제427회(임시회) 제1차 정무위원회(전체회의) (2025.07.15.)_chunk_13,0.2380,0.9147
val_059_result_제22대국회 제426회(임시회) 제1차 과학기술정보방송통신위원회(예산결산심사소위원회) (2025.06.27.)_chunk_7,0.3951,0.9518
val_021_result_Bro011_chunk_4,0.3178,0.9400
val_008_result_제22대국회 제426회(임시회) 제1차 과학기술정보방송통신위원회(전체회의) (2025.06.26.)_chunk_1,0.4553,0.9497
val_059_result_제22대국회 제426회(임시회) 제1차 과학기술정보방송통신위원회(예산결산심사소위원회) (2025.06.27.)_chunk_2,0.1147,0.8222
val_026_result_ES2015c_chunk_2,0.2670,0.9260
val_061_result_TS3009b_chunk_2,0.4741,0.9489
val_048_result_Bmr006_chunk_2,0.4096,0.9513
val_049_result_Bro028_chunk_3,0.2927,0.8044
val_054_result_제22대국회 제427회(임시회) 제2차 기획재정위원회(전체회의) (2025.07.15.)_chunk_13,0.3220,0.9642
val_064_result_제22대국회 제427회(임시회) 제2차 외교통일위원회(전체회의) (2025.07.14.)_chunk_6,0.5752,0.9595
val_053_result_제22대국회 제427회(임시회) 제2차 농림축산식품해양수산위원회(전체회의) (2025.07.14.)_chunk_17,0.3529,0.9619
val_013_result_제22대국회 제427회(임시회) 제1차 정무위원회(전체회의) (2025.07.15.)_chunk_17,0.5014,0.9476
val_053_result_제22대국회 제427회(임시회) 제2차 농림축산식품해양수산위원회(전체회의) (2025.07.14.)_chunk_20,0.1309,0.9338
val_042_result_TS3009d_chunk_1,0.1605,0.9178
val_054_result_제22대국회 제427회(임시회) 제2차 기획재정위원회(전체회의) (2025.07.15.)_chunk_4,0.3159,0.9349
val_064_result_제22대국회 제427회(임시회) 제2차 외교통일위원회(전체회의) (2025.07.14.)_chunk_10,0.3983,0.9605
val_060_result_제22대국회 제420회(임시회) 제2차 과학기술정보방송통신위원회(전체회의) (2025.01.06.)_chunk_5,0.2555,0.9383
val_029_result_Bed016_chunk_1,0.2175,0.9081
val_031_result_IS1001b_chunk_2,0.2395,0.9636
val_064_result_제22대국회 제427회(임시회) 제2차 외교통일위원회(전체회의) (2025.07.14.)_chunk_22,0.2989,0.9583
val_060_result_제22대국회 제420회(임시회) 제2차 과학기술정보방송통신위원회(전체회의) (2025.01.06.)_chunk_1,0.2467,0.9123
val_052_result_제22대국회 제426회(임시회) 제2차 법제사법위원회(전체회의) (2025.07.03.)_chunk_3,0.3494,0.9446
val_061_result_TS3009b_chunk_3,0.3457,0.9469
val_009_result_Bmr001_chunk_2,0.2177,0.9032
val_026_result_ES2015c_chunk_3,0.2161,0.8863
val_054_result_제22대국회 제427회(임시회) 제2차 기획재정위원회(전체회의) (2025.07.15.)_chunk_2,0.2688,0.8977
val_054_result_제22대국회 제427회(임시회) 제2차 기획재정위원회(전체회의) (2025.07.15.)_chunk_16,0.3086,0.9413
val_023_result_제22대국회 제427회(임시회) 제1차 행정안전위원회(법안심사제1소위원회) (2025.07.08.)_chunk_13,0.3173,0.9714
val_027_result_제22대국회 제426회(임시회) 제2차 과학기술정보방송통신위원회(전체회의) (2025.06.27.)_chunk_9,0.2795,0.9249
val_013_result_제22대국회 제427회(임시회) 제1차 정무위원회(전체회의) (2025.07.15.)_chunk_15,0.1127,0.8546
val_010_result_Bro003_chunk_3,0.2423,0.8705
val_047_result_제22대국회 제427회(임시회) 제2차 산업통상자원중소벤처기업위원회(전체회의) (2025.07.15.)_chunk_17,0.3011,0.9238
val_064_result_제22대국회 제427회(임시회) 제2차 외교통일위원회(전체회의) (2025.07.14.)_chunk_4,0.3348,0.9705
